pos,Protein
20628,nsp15
20629,nsp15
20630,nsp15
20631,nsp15
20632,nsp15
20633,nsp15
20634,nsp15
20635,nsp15
20636,nsp15
20637,nsp15
20638,nsp15
20639,nsp15
20640,nsp15
20641,nsp15
20642,nsp15
20643,nsp15
20644,nsp15
20645,nsp15
20646,nsp15
20647,nsp15
20648,nsp15
20649,nsp15
20650,nsp15
20651,nsp15
20652,nsp15
20653,nsp15
20654,nsp15
20655,nsp15
20656,nsp15
20657,nsp15
20658,nsp15
20659,nsp16
20660,nsp16
20661,nsp16
20662,nsp16
20663,nsp16
20664,nsp16
20665,nsp16
20666,nsp16
20667,nsp16
20668,nsp16
20669,nsp16
20670,nsp16
20671,nsp16
20672,nsp16
20673,nsp16
20674,nsp16
20675,nsp16
20676,nsp16
20677,nsp16
20678,nsp16
20679,nsp16
20680,nsp16
20681,nsp16
20682,nsp16
20683,nsp16
20684,nsp16
20685,nsp16
20686,nsp16
20687,nsp16
20688,nsp16
20689,nsp16
20690,nsp16
20691,nsp16
20692,nsp16
20693,nsp16
20694,nsp16
20695,nsp16
20696,nsp16
20697,nsp16
20698,nsp16
20699,nsp16
20700,nsp16
20701,nsp16
20702,nsp16
20703,nsp16
20704,nsp16
20705,nsp16
20706,nsp16
20707,nsp16
20708,nsp16
20709,nsp16
20710,nsp16
20711,nsp16
20712,nsp16
20713,nsp16
20714,nsp16
20715,nsp16
20716,nsp16
20717,nsp16
20718,nsp16
20719,nsp16
20720,nsp16
20721,nsp16
20722,nsp16
20723,nsp16
20724,nsp16
20725,nsp16
20726,nsp16
20727,nsp16
20728,nsp16
20729,nsp16
20730,nsp16
20731,nsp16
20732,nsp16
20733,nsp16
20734,nsp16
20735,nsp16
20736,nsp16
20737,nsp16
20738,nsp16
20739,nsp16
20740,nsp16
20741,nsp16
20742,nsp16
20743,nsp16
20744,nsp16
20745,nsp16
20746,nsp16
20747,nsp16
20748,nsp16
20749,nsp16
20750,nsp16
20751,nsp16
20752,nsp16
20753,nsp16
20754,nsp16
20755,nsp16
20756,nsp16
20757,nsp16
20758,nsp16
20759,nsp16
20760,nsp16
20761,nsp16
20762,nsp16
20763,nsp16
20764,nsp16
20765,nsp16
20766,nsp16
20767,nsp16
20768,nsp16
20769,nsp16
20770,nsp16
20771,nsp16
20772,nsp16
20773,nsp16
20774,nsp16
20775,nsp16
20776,nsp16
20777,nsp16
20778,nsp16
20779,nsp16
20780,nsp16
20781,nsp16
20782,nsp16
20783,nsp16
20784,nsp16
20785,nsp16
20786,nsp16
20787,nsp16
20788,nsp16
20789,nsp16
20790,nsp16
20791,nsp16
20792,nsp16
20793,nsp16
20794,nsp16
20795,nsp16
20796,nsp16
20797,nsp16
20798,nsp16
20799,nsp16
20800,nsp16
20801,nsp16
20802,nsp16
20803,nsp16
20804,nsp16
20805,nsp16
20806,nsp16
20807,nsp16
20808,nsp16
20809,nsp16
20810,nsp16
20811,nsp16
20812,nsp16
20813,nsp16
20814,nsp16
20815,nsp16
20816,nsp16
20817,nsp16
20818,nsp16
20819,nsp16
20820,nsp16
20821,nsp16
20822,nsp16
20823,nsp16
20824,nsp16
20825,nsp16
20826,nsp16
20827,nsp16
20828,nsp16
20829,nsp16
20830,nsp16
20831,nsp16
20832,nsp16
20833,nsp16
20834,nsp16
20835,nsp16
20836,nsp16
20837,nsp16
20838,nsp16
20839,nsp16
20840,nsp16
20841,nsp16
20842,nsp16
20843,nsp16
20844,nsp16
20845,nsp16
20846,nsp16
20847,nsp16
20848,nsp16
20849,nsp16
20850,nsp16
20851,nsp16
20852,nsp16
20853,nsp16
20854,nsp16
20855,nsp16
20856,nsp16
20857,nsp16
20858,nsp16
20859,nsp16
20860,nsp16
20861,nsp16
20862,nsp16
20863,nsp16
20864,nsp16
20865,nsp16
20866,nsp16
20867,nsp16
20868,nsp16
20869,nsp16
20870,nsp16
20871,nsp16
20872,nsp16
20873,nsp16
20874,nsp16
20875,nsp16
20876,nsp16
20877,nsp16
20878,nsp16
20879,nsp16
20880,nsp16
20881,nsp16
20882,nsp16
20883,nsp16
20884,nsp16
20885,nsp16
20886,nsp16
20887,nsp16
20888,nsp16
20889,nsp16
20890,nsp16
20891,nsp16
20892,nsp16
20893,nsp16
20894,nsp16
20895,nsp16
20896,nsp16
20897,nsp16
20898,nsp16
20899,nsp16
20900,nsp16
20901,nsp16
20902,nsp16
20903,nsp16
20904,nsp16
20905,nsp16
20906,nsp16
20907,nsp16
20908,nsp16
20909,nsp16
20910,nsp16
20911,nsp16
20912,nsp16
20913,nsp16
20914,nsp16
20915,nsp16
20916,nsp16
20917,nsp16
20918,nsp16
20919,nsp16
20920,nsp16
20921,nsp16
20922,nsp16
20923,nsp16
20924,nsp16
20925,nsp16
20926,nsp16
20927,nsp16
20928,nsp16
20929,nsp16
20930,nsp16
20931,nsp16
20932,nsp16
20933,nsp16
20934,nsp16
20935,nsp16
20936,nsp16
20937,nsp16
20938,nsp16
20939,nsp16
20940,nsp16
20941,nsp16
20942,nsp16
20943,nsp16
20944,nsp16
20945,nsp16
20946,nsp16
20947,nsp16
20948,nsp16
20949,nsp16
20950,nsp16
20951,nsp16
20952,nsp16
20953,nsp16
20954,nsp16
20955,nsp16
20956,nsp16
20957,nsp16
20958,nsp16
20959,nsp16
20960,nsp16
20961,nsp16
20962,nsp16
20963,nsp16
20964,nsp16
20965,nsp16
20966,nsp16
20967,nsp16
20968,nsp16
20969,nsp16
20970,nsp16
20971,nsp16
20972,nsp16
20973,nsp16
20974,nsp16
20975,nsp16
20976,nsp16
20977,nsp16
20978,nsp16
20979,nsp16
20980,nsp16
20981,nsp16
20982,nsp16
20983,nsp16
20984,nsp16
20985,nsp16
20986,nsp16
20987,nsp16
20988,nsp16
20989,nsp16
20990,nsp16
20991,nsp16
20992,nsp16
20993,nsp16
20994,nsp16
20995,nsp16
20996,nsp16
20997,nsp16
20998,nsp16
20999,nsp16
21000,nsp16
21001,nsp16
21002,nsp16
21003,nsp16
21004,nsp16
21005,nsp16
21006,nsp16
21007,nsp16
21008,nsp16
21009,nsp16
21010,nsp16
21011,nsp16
21012,nsp16
21013,nsp16
21014,nsp16
21015,nsp16
21016,nsp16
21017,nsp16
21018,nsp16
21019,nsp16
21020,nsp16
21021,nsp16
21022,nsp16
21023,nsp16
21024,nsp16
21025,nsp16
21026,nsp16
21027,nsp16
21028,nsp16
21029,nsp16
21030,nsp16
21031,nsp16
21032,nsp16
21033,nsp16
21034,nsp16
21035,nsp16
21036,nsp16
21037,nsp16
21038,nsp16
21039,nsp16
21040,nsp16
21041,nsp16
21042,nsp16
21043,nsp16
21044,nsp16
21045,nsp16
21046,nsp16
21047,nsp16
21048,nsp16
21049,nsp16
21050,nsp16
21051,nsp16
21052,nsp16
21053,nsp16
21054,nsp16
21055,nsp16
21056,nsp16
21057,nsp16
21058,nsp16
21059,nsp16
21060,nsp16
21061,nsp16
21062,nsp16
21063,nsp16
21064,nsp16
21065,nsp16
21066,nsp16
21067,nsp16
21068,nsp16
21069,nsp16
21070,nsp16
21071,nsp16
21072,nsp16
21073,nsp16
21074,nsp16
21075,nsp16
21076,nsp16
21077,nsp16
21078,nsp16
21079,nsp16
21080,nsp16
21081,nsp16
21082,nsp16
21083,nsp16
21084,nsp16
21085,nsp16
21086,nsp16
21087,nsp16
21088,nsp16
21089,nsp16
21090,nsp16
21091,nsp16
21092,nsp16
21093,nsp16
21094,nsp16
21095,nsp16
21096,nsp16
21097,nsp16
21098,nsp16
21099,nsp16
21100,nsp16
21101,nsp16
21102,nsp16
21103,nsp16
21104,nsp16
21105,nsp16
21106,nsp16
21107,nsp16
21108,nsp16
21109,nsp16
21110,nsp16
21111,nsp16
21112,nsp16
21113,nsp16
21114,nsp16
21115,nsp16
21116,nsp16
21117,nsp16
21118,nsp16
21119,nsp16
21120,nsp16
21121,nsp16
21122,nsp16
21123,nsp16
21124,nsp16
21125,nsp16
21126,nsp16
21127,nsp16
21128,nsp16
21129,nsp16
21130,nsp16
21131,nsp16
21132,nsp16
21133,nsp16
21134,nsp16
21135,nsp16
21136,nsp16
21137,nsp16
21138,nsp16
21139,nsp16
21140,nsp16
21141,nsp16
21142,nsp16
21143,nsp16
21144,nsp16
21145,nsp16
21146,nsp16
21147,nsp16
21148,nsp16
21149,nsp16
21150,nsp16
21151,nsp16
21152,nsp16
21153,nsp16
21154,nsp16
21155,nsp16
21156,nsp16
21157,nsp16
21158,nsp16
21159,nsp16
21160,nsp16
21161,nsp16
21162,nsp16
21163,nsp16
21164,nsp16
21165,nsp16
21166,nsp16
21167,nsp16
21168,nsp16
21169,nsp16
21170,nsp16
21171,nsp16
21172,nsp16
21173,nsp16
21174,nsp16
21175,nsp16
21176,nsp16
21177,nsp16
21178,nsp16
21179,nsp16
21180,nsp16
21181,nsp16
21182,nsp16
21183,nsp16
21184,nsp16
21185,nsp16
21186,nsp16
21187,nsp16
21188,nsp16
21189,nsp16
21190,nsp16
21191,nsp16
21192,nsp16
21193,nsp16
21194,nsp16
21195,nsp16
21196,nsp16
21197,nsp16
21198,nsp16
21199,nsp16
21200,nsp16
21201,nsp16
21202,nsp16
21203,nsp16
21204,nsp16
21205,nsp16
21206,nsp16
21207,nsp16
21208,nsp16
21209,nsp16
21210,nsp16
21211,nsp16
21212,nsp16
21213,nsp16
21214,nsp16
21215,nsp16
21216,nsp16
21217,nsp16
21218,nsp16
21219,nsp16
21220,nsp16
21221,nsp16
21222,nsp16
21223,nsp16
21224,nsp16
21225,nsp16
21226,nsp16
21227,nsp16
21228,nsp16
21229,nsp16
21230,nsp16
21231,nsp16
21232,nsp16
21233,nsp16
21234,nsp16
21235,nsp16
21236,nsp16
21237,nsp16
21238,nsp16
21239,nsp16
21240,nsp16
21241,nsp16
21242,nsp16
21243,nsp16
21244,nsp16
21245,nsp16
21246,nsp16
21247,nsp16
21248,nsp16
21249,nsp16
21250,nsp16
21251,nsp16
21252,nsp16
21253,nsp16
21254,nsp16
21255,nsp16
21256,nsp16
21257,nsp16
21258,nsp16
21259,nsp16
21260,nsp16
21261,nsp16
21262,nsp16
21263,nsp16
21264,nsp16
21265,nsp16
21266,nsp16
21267,nsp16
21268,nsp16
21269,nsp16
21270,nsp16
21271,nsp16
21272,nsp16
21273,nsp16
21274,nsp16
21275,nsp16
21276,nsp16
21277,nsp16
21278,nsp16
21279,nsp16
21280,nsp16
21281,nsp16
21282,nsp16
21283,nsp16
21284,nsp16
21285,nsp16
21286,nsp16
21287,nsp16
21288,nsp16
21289,nsp16
21290,nsp16
21291,nsp16
21292,nsp16
21293,nsp16
21294,nsp16
21295,nsp16
21296,nsp16
21297,nsp16
21298,nsp16
21299,nsp16
21300,nsp16
21301,nsp16
21302,nsp16
21303,nsp16
21304,nsp16
21305,nsp16
21306,nsp16
21307,nsp16
21308,nsp16
21309,nsp16
21310,nsp16
21311,nsp16
21312,nsp16
21313,nsp16
21314,nsp16
21315,nsp16
21316,nsp16
21317,nsp16
21318,nsp16
21319,nsp16
21320,nsp16
21321,nsp16
21322,nsp16
21323,nsp16
21324,nsp16
21325,nsp16
21326,nsp16
21327,nsp16
21328,nsp16
21329,nsp16
21330,nsp16
21331,nsp16
21332,nsp16
21333,nsp16
21334,nsp16
21335,nsp16
21336,nsp16
21337,nsp16
21338,nsp16
21339,nsp16
21340,nsp16
21341,nsp16
21342,nsp16
21343,nsp16
21344,nsp16
21345,nsp16
21346,nsp16
21347,nsp16
21348,nsp16
21349,nsp16
21350,nsp16
21351,nsp16
21352,nsp16
21353,nsp16
21354,nsp16
21355,nsp16
21356,nsp16
21357,nsp16
21358,nsp16
21359,nsp16
21360,nsp16
21361,nsp16
21362,nsp16
21363,nsp16
21364,nsp16
21365,nsp16
21366,nsp16
21367,nsp16
21368,nsp16
21369,nsp16
21370,nsp16
21371,nsp16
21372,nsp16
21373,nsp16
21374,nsp16
21375,nsp16
21376,nsp16
21377,nsp16
21378,nsp16
21379,nsp16
21380,nsp16
21381,nsp16
21382,nsp16
21383,nsp16
21384,nsp16
21385,nsp16
21386,nsp16
21387,nsp16
21388,nsp16
21389,nsp16
21390,nsp16
21391,nsp16
21392,nsp16
21393,nsp16
21394,nsp16
21395,nsp16
21396,nsp16
21397,nsp16
21398,nsp16
21399,nsp16
21400,nsp16
21401,nsp16
21402,nsp16
21403,nsp16
21404,nsp16
21405,nsp16
21406,nsp16
21407,nsp16
21408,nsp16
21409,nsp16
21410,nsp16
21411,nsp16
21412,nsp16
21413,nsp16
21414,nsp16
21415,nsp16
21416,nsp16
21417,nsp16
21418,nsp16
21419,nsp16
21420,nsp16
21421,nsp16
21422,nsp16
21423,nsp16
21424,nsp16
21425,nsp16
21426,nsp16
21427,nsp16
21428,nsp16
21429,nsp16
21430,nsp16
21431,nsp16
21432,nsp16
21433,nsp16
21434,nsp16
21435,nsp16
21436,nsp16
21437,nsp16
21438,nsp16
21439,nsp16
21440,nsp16
21441,nsp16
21442,nsp16
21443,nsp16
21444,nsp16
21445,nsp16
21446,nsp16
21447,nsp16
21448,nsp16
21449,nsp16
21450,nsp16
21451,nsp16
21452,nsp16
21453,nsp16
21454,nsp16
21455,nsp16
21456,nsp16
21457,nsp16
21458,nsp16
21459,nsp16
21460,nsp16
21461,nsp16
21462,nsp16
21463,nsp16
21464,nsp16
21465,nsp16
21466,nsp16
21467,nsp16
21468,nsp16
21469,nsp16
21470,nsp16
21471,nsp16
21472,nsp16
21473,nsp16
21474,nsp16
21475,nsp16
21476,nsp16
21477,nsp16
21478,nsp16
21479,nsp16
21480,nsp16
21481,nsp16
21482,nsp16
21483,nsp16
21484,nsp16
21485,nsp16
21486,nsp16
21487,nsp16
21488,nsp16
21489,nsp16
21490,nsp16
21491,nsp16
21492,nsp16
21493,nsp16
21494,nsp16
21495,nsp16
21496,nsp16
21497,nsp16
21498,nsp16
21499,nsp16
21500,nsp16
21501,nsp16
21502,nsp16
21503,nsp16
21504,nsp16
21505,nsp16
21506,nsp16
21507,nsp16
21508,nsp16
21509,nsp16
21510,nsp16
21511,nsp16
21512,nsp16
21513,nsp16
21514,nsp16
21515,nsp16
21516,nsp16
21517,nsp16
21518,nsp16
21519,nsp16
21520,nsp16
21521,nsp16
21522,nsp16
21523,nsp16
21524,nsp16
21525,nsp16
21526,nsp16
21527,nsp16
21528,nsp16
21529,nsp16
21530,nsp16
21531,nsp16
21532,nsp16
21533,nsp16
21534,nsp16
21535,nsp16
21536,nsp16
21537,nsp16
21538,nsp16
21539,nsp16
21540,nsp16
21541,nsp16
21542,nsp16
21543,nsp16
21544,nsp16
21545,nsp16
21546,nsp16
21547,nsp16
21548,nsp16
21549,nsp16
21550,nsp16
21551,nsp16
21552,nsp16
21553,nsp16
21554,nsp16
21555,nsp16
21556,NA
21557,NA
21558,NA
21559,NA
21560,NA
21561,NA
21562,NA
21563,S
21564,S
21565,S
21566,S
21567,S
21568,S
21569,S
21570,S
21571,S
21572,S
21573,S
21574,S
21575,S
21576,S
21577,S
21578,S
21579,S
21580,S
21581,S
21582,S
21583,S
21584,S
21585,S
21586,S
21587,S
21588,S
21589,S
21590,S
21591,S
21592,S
21593,S
21594,S
21595,S
21596,S
21597,S
21598,S
21599,S
21600,S
21601,S
21602,S
21603,S
21604,S
21605,S
21606,S
21607,S
21608,S
21609,S
21610,S
21611,S
21612,S
21613,S
21614,S
21615,S
21616,S
21617,S
21618,S
21619,S
21620,S
21621,S
21622,S
21623,S
21624,S
21625,S
21626,S
21627,S
21628,S
21629,S
21630,S
21631,S
21632,S
21633,S
21634,S
21635,S
21636,S
21637,S
21638,S
21639,S
21640,S
21641,S
21642,S
21643,S
21644,S
21645,S
21646,S
21647,S
21648,S
21649,S
21650,S
21651,S
21652,S
21653,S
21654,S
21655,S
21656,S
21657,S
21658,S
21659,S
21660,S
21661,S
21662,S
21663,S
21664,S
21665,S
21666,S
21667,S
21668,S
21669,S
21670,S
21671,S
21672,S
21673,S
21674,S
21675,S
21676,S
21677,S
21678,S
21679,S
21680,S
21681,S
21682,S
21683,S
21684,S
21685,S
21686,S
21687,S
21688,S
21689,S
21690,S
21691,S
21692,S
21693,S
21694,S
21695,S
21696,S
21697,S
21698,S
21699,S
21700,S
21701,S
21702,S
21703,S
21704,S
21705,S
21706,S
21707,S
21708,S
21709,S
21710,S
21711,S
21712,S
21713,S
21714,S
21715,S
21716,S
21717,S
21718,S
21719,S
21720,S
21721,S
21722,S
21723,S
21724,S
21725,S
21726,S
21727,S
21728,S
21729,S
21730,S
21731,S
21732,S
21733,S
21734,S
21735,S
21736,S
21737,S
21738,S
21739,S
21740,S
21741,S
21742,S
21743,S
21744,S
21745,S
21746,S
21747,S
21748,S
21749,S
21750,S
21751,S
21752,S
21753,S
21754,S
21755,S
21756,S
21757,S
21758,S
21759,S
21760,S
21761,S
21762,S
21763,S
21764,S
21765,S
21766,S
21767,S
21768,S
21769,S
21770,S
21771,S
21772,S
21773,S
21774,S
21775,S
21776,S
21777,S
21778,S
21779,S
21780,S
21781,S
21782,S
21783,S
21784,S
21785,S
21786,S
21787,S
21788,S
21789,S
21790,S
21791,S
21792,S
21793,S
21794,S
21795,S
21796,S
21797,S
21798,S
21799,S
21800,S
21801,S
21802,S
21803,S
21804,S
21805,S
21806,S
21807,S
21808,S
21809,S
21810,S
21811,S
21812,S
21813,S
21814,S
21815,S
21816,S
21817,S
21818,S
21819,S
21820,S
21821,S
21822,S
21823,S
21824,S
21825,S
21826,S
21827,S
21828,S
21829,S
21830,S
21831,S
21832,S
21833,S
21834,S
21835,S
21836,S
21837,S
21838,S
21839,S
21840,S
21841,S
21842,S
21843,S
21844,S
21845,S
21846,S
21847,S
21848,S
21849,S
21850,S
21851,S
21852,S
21853,S
21854,S
21855,S
21856,S
21857,S
21858,S
21859,S
21860,S
21861,S
21862,S
21863,S
21864,S
21865,S
21866,S
21867,S
21868,S
21869,S
21870,S
21871,S
21872,S
21873,S
21874,S
21875,S
21876,S
21877,S
21878,S
21879,S
21880,S
21881,S
21882,S
21883,S
21884,S
21885,S
21886,S
21887,S
21888,S
21889,S
21890,S
21891,S
21892,S
21893,S
21894,S
21895,S
21896,S
21897,S
21898,S
21899,S
21900,S
21901,S
21902,S
21903,S
21904,S
21905,S
21906,S
21907,S
21908,S
21909,S
21910,S
21911,S
21912,S
21913,S
21914,S
21915,S
21916,S
21917,S
21918,S
21919,S
21920,S
21921,S
21922,S
21923,S
21924,S
21925,S
21926,S
21927,S
21928,S
21929,S
21930,S
21931,S
21932,S
21933,S
21934,S
21935,S
21936,S
21937,S
21938,S
21939,S
21940,S
21941,S
21942,S
21943,S
21944,S
21945,S
21946,S
21947,S
21948,S
21949,S
21950,S
21951,S
21952,S
21953,S
21954,S
21955,S
21956,S
21957,S
21958,S
21959,S
21960,S
21961,S
21962,S
21963,S
21964,S
21965,S
21966,S
21967,S
21968,S
21969,S
21970,S
21971,S
21972,S
21973,S
21974,S
21975,S
21976,S
21977,S
21978,S
21979,S
21980,S
21981,S
21982,S
21983,S
21984,S
21985,S
21986,S
21987,S
21988,S
21989,S
21990,S
21991,S
21992,S
21993,S
21994,S
21995,S
21996,S
21997,S
21998,S
21999,S
22000,S
22001,S
22002,S
22003,S
22004,S
22005,S
22006,S
22007,S
22008,S
22009,S
22010,S
22011,S
22012,S
22013,S
22014,S
22015,S
22016,S
22017,S
22018,S
22019,S
22020,S
22021,S
22022,S
22023,S
22024,S
22025,S
22026,S
22027,S
22028,S
22029,S
22030,S
22031,S
22032,S
22033,S
22034,S
22035,S
22036,S
22037,S
22038,S
22039,S
22040,S
22041,S
22042,S
22043,S
22044,S
22045,S
22046,S
22047,S
22048,S
22049,S
22050,S
22051,S
22052,S
22053,S
22054,S
22055,S
22056,S
22057,S
22058,S
22059,S
22060,S
22061,S
22062,S
22063,S
22064,S
22065,S
22066,S
22067,S
22068,S
22069,S
22070,S
22071,S
22072,S
22073,S
22074,S
22075,S
22076,S
22077,S
22078,S
22079,S
22080,S
22081,S
22082,S
22083,S
22084,S
22085,S
22086,S
22087,S
22088,S
22089,S
22090,S
22091,S
22092,S
22093,S
22094,S
22095,S
22096,S
22097,S
22098,S
22099,S
22100,S
22101,S
22102,S
22103,S
22104,S
22105,S
22106,S
22107,S
22108,S
22109,S
22110,S
22111,S
22112,S
22113,S
22114,S
22115,S
22116,S
22117,S
22118,S
22119,S
22120,S
22121,S
22122,S
22123,S
22124,S
22125,S
22126,S
22127,S
22128,S
22129,S
22130,S
22131,S
22132,S
22133,S
22134,S
22135,S
22136,S
22137,S
22138,S
22139,S
22140,S
22141,S
22142,S
22143,S
22144,S
22145,S
22146,S
22147,S
22148,S
22149,S
22150,S
22151,S
22152,S
22153,S
22154,S
22155,S
22156,S
22157,S
22158,S
22159,S
22160,S
22161,S
22162,S
22163,S
22164,S
22165,S
22166,S
22167,S
22168,S
22169,S
22170,S
22171,S
22172,S
22173,S
22174,S
22175,S
22176,S
22177,S
22178,S
22179,S
22180,S
22181,S
22182,S
22183,S
22184,S
22185,S
22186,S
22187,S
22188,S
22189,S
22190,S
22191,S
22192,S
22193,S
22194,S
22195,S
22196,S
22197,S
22198,S
22199,S
22200,S
22201,S
22202,S
22203,S
22204,S
22205,S
22206,S
22207,S
22208,S
22209,S
22210,S
22211,S
22212,S
22213,S
22214,S
22215,S
22216,S
22217,S
22218,S
22219,S
22220,S
22221,S
22222,S
22223,S
22224,S
22225,S
22226,S
22227,S
22228,S
22229,S
22230,S
22231,S
22232,S
22233,S
22234,S
22235,S
22236,S
22237,S
22238,S
22239,S
22240,S
22241,S
22242,S
22243,S
22244,S
22245,S
22246,S
22247,S
22248,S
22249,S
22250,S
22251,S
22252,S
22253,S
22254,S
22255,S
22256,S
22257,S
22258,S
22259,S
22260,S
22261,S
22262,S
22263,S
22264,S
22265,S
22266,S
22267,S
22268,S
22269,S
22270,S
22271,S
22272,S
22273,S
22274,S
22275,S
22276,S
22277,S
22278,S
22279,S
22280,S
22281,S
22282,S
22283,S
22284,S
22285,S
22286,S
22287,S
22288,S
22289,S
22290,S
22291,S
22292,S
22293,S
22294,S
22295,S
22296,S
22297,S
22298,S
22299,S
22300,S
22301,S
22302,S
22303,S
22304,S
22305,S
22306,S
22307,S
22308,S
22309,S
22310,S
22311,S
22312,S
22313,S
22314,S
22315,S
22316,S
22317,S
22318,S
22319,S
22320,S
22321,S
22322,S
22323,S
22324,S
22325,S
22326,S
22327,S
22328,S
22329,S
22330,S
22331,S
22332,S
22333,S
22334,S
22335,S
22336,S
22337,S
22338,S
22339,S
22340,S
22341,S
22342,S
22343,S
22344,S
22345,S
22346,S
22347,S
22348,S
22349,S
22350,S
22351,S
22352,S
22353,S
22354,S
22355,S
22356,S
22357,S
22358,S
22359,S
22360,S
22361,S
22362,S
22363,S
22364,S
22365,S
22366,S
22367,S
22368,S
22369,S
22370,S
22371,S
22372,S
22373,S
22374,S
22375,S
22376,S
22377,S
22378,S
22379,S
22380,S
22381,S
22382,S
22383,S
22384,S
22385,S
22386,S
22387,S
22388,S
22389,S
22390,S
22391,S
22392,S
22393,S
22394,S
22395,S
22396,S
22397,S
22398,S
22399,S
22400,S
22401,S
22402,S
22403,S
22404,S
22405,S
22406,S
22407,S
22408,S
22409,S
22410,S
22411,S
22412,S
22413,S
22414,S
22415,S
22416,S
22417,S
22418,S
22419,S
22420,S
22421,S
22422,S
22423,S
22424,S
22425,S
22426,S
22427,S
22428,S
22429,S
22430,S
22431,S
22432,S
22433,S
22434,S
22435,S
22436,S
22437,S
22438,S
22439,S
22440,S
22441,S
22442,S
22443,S
22444,S
22445,S
22446,S
22447,S
22448,S
22449,S
22450,S
22451,S
22452,S
22453,S
22454,S
22455,S
22456,S
22457,S
22458,S
22459,S
22460,S
22461,S
22462,S
22463,S
22464,S
22465,S
22466,S
22467,S
22468,S
22469,S
22470,S
22471,S
22472,S
22473,S
22474,S
22475,S
22476,S
22477,S
22478,S
22479,S
22480,S
22481,S
22482,S
22483,S
22484,S
22485,S
22486,S
22487,S
22488,S
22489,S
22490,S
22491,S
22492,S
22493,S
22494,S
22495,S
22496,S
22497,S
22498,S
22499,S
22500,S
22501,S
22502,S
22503,S
22504,S
22505,S
22506,S
22507,S
22508,S
22509,S
22510,S
22511,S
22512,S
22513,S
22514,S
22515,S
22516,S
22517,S
22518,S
22519,S
22520,S
22521,S
22522,S
22523,S
22524,S
22525,S
22526,S
22527,S
22528,S
22529,S
22530,S
22531,S
22532,S
22533,S
22534,S
22535,S
22536,S
22537,S
22538,S
22539,S
22540,S
22541,S
22542,S
22543,S
22544,S
22545,S
22546,S
22547,S
22548,S
22549,S
22550,S
22551,S
22552,S
22553,S
22554,S
22555,S
22556,S
22557,S
22558,S
22559,S
22560,S
22561,S
22562,S
22563,S
22564,S
22565,S
22566,S
22567,S
22568,S
22569,S
22570,S
22571,S
22572,S
22573,S
22574,S
22575,S
22576,S
22577,S
22578,S
22579,S
22580,S
22581,S
22582,S
22583,S
22584,S
22585,S
22586,S
22587,S
22588,S
22589,S
22590,S
22591,S
22592,S
22593,S
22594,S
22595,S
22596,S
22597,S
22598,S
22599,S
22600,S
22601,S
22602,S
22603,S
22604,S
22605,S
22606,S
22607,S
22608,S
22609,S
22610,S
22611,S
22612,S
22613,S
22614,S
22615,S
22616,S
22617,S
22618,S
22619,S
22620,S
22621,S
22622,S
22623,S
22624,S
22625,S
22626,S
22627,S
22628,S
22629,S
22630,S
22631,S
22632,S
22633,S
22634,S
22635,S
22636,S
22637,S
22638,S
22639,S
22640,S
22641,S
22642,S
22643,S
22644,S
22645,S
22646,S
22647,S
22648,S
22649,S
22650,S
22651,S
22652,S
22653,S
22654,S
22655,S
22656,S
22657,S
22658,S
22659,S
22660,S
22661,S
22662,S
22663,S
22664,S
22665,S
22666,S
22667,S
22668,S
22669,S
22670,S
22671,S
22672,S
22673,S
22674,S
22675,S
22676,S
22677,S
22678,S
22679,S
22680,S
22681,S
22682,S
22683,S
22684,S
22685,S
22686,S
22687,S
22688,S
22689,S
22690,S
22691,S
22692,S
22693,S
22694,S
22695,S
22696,S
22697,S
22698,S
22699,S
22700,S
22701,S
22702,S
22703,S
22704,S
22705,S
22706,S
22707,S
22708,S
22709,S
22710,S
22711,S
22712,S
22713,S
22714,S
22715,S
22716,S
22717,S
22718,S
22719,S
22720,S
22721,S
22722,S
22723,S
22724,S
22725,S
22726,S
22727,S
22728,S
22729,S
22730,S
22731,S
22732,S
22733,S
22734,S
22735,S
22736,S
22737,S
22738,S
22739,S
22740,S
22741,S
22742,S
22743,S
22744,S
22745,S
22746,S
22747,S
22748,S
22749,S
22750,S
22751,S
22752,S
22753,S
22754,S
22755,S
22756,S
22757,S
22758,S
22759,S
22760,S
22761,S
22762,S
22763,S
22764,S
22765,S
22766,S
22767,S
22768,S
22769,S
22770,S
22771,S
22772,S
22773,S
22774,S
22775,S
22776,S
22777,S
22778,S
22779,S
22780,S
22781,S
22782,S
22783,S
22784,S
22785,S
22786,S
22787,S
22788,S
22789,S
22790,S
22791,S
22792,S
22793,S
22794,S
22795,S
22796,S
22797,S
22798,S
22799,S
22800,S
22801,S
22802,S
22803,S
22804,S
22805,S
22806,S
22807,S
22808,S
22809,S
22810,S
22811,S
22812,S
22813,S
22814,S
22815,S
22816,S
22817,S
22818,S
22819,S
22820,S
22821,S
22822,S
22823,S
22824,S
22825,S
22826,S
22827,S
22828,S
22829,S
22830,S
22831,S
22832,S
22833,S
22834,S
22835,S
22836,S
22837,S
22838,S
22839,S
22840,S
22841,S
22842,S
22843,S
22844,S
22845,S
22846,S
22847,S
22848,S
22849,S
22850,S
22851,S
22852,S
22853,S
22854,S
22855,S
22856,S
22857,S
22858,S
22859,S
22860,S
22861,S
22862,S
22863,S
22864,S
22865,S
22866,S
22867,S
